Id|Sponsor|Status|Start|Completion|Type|Submission|Conditions|Interventions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02752412|Sanofi|Completed|May 2016|Oct 2018|Interventional|Apr 2016|Diabetes Mellitus|Insulin,Metformin,Insulin Glargine,Lixisenatide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02756988|Bayer|Completed|Oct 2015|Oct 2015|Interventional|Apr 2016||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02751203|Lara McKenzie|Completed|Apr 2016|Dec 2017|Interventional|Mar 2016||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02753946|Nabriva Therapeutics AG|Completed|Apr 2016|May 2017|Interventional|Apr 2016|Infections,Communicable Diseases,Urinary Tract Infections,Pyelonephritis|Tazobactam,Piperacillin,Fosfomycin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02755480|University Health Network, Toronto|Terminated|Feb 2015|Feb 2017|Interventional|Mar 2015||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02753257|Valtari Bio|Unknown status|Sep 2016|Dec 2019|Observational|Apr 2016|Stroke|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02758691|Virginia Polytechnic Institute and State University|Completed|Dec 2015|May 2017|Interventional|Apr 2016||Insulin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02755623|Centre hospitalier de Ville-Evrard, France|Unknown status|May 2015|Dec 2018|Interventional|Apr 2016|Hallucinations,Schizophrenia|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02756234|Lancaster General Hospital|Completed|May 2016|Aug 2018|Observational|Apr 2016|Coronary Artery Disease|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02756091|University Hospital Inselspital, Berne|Recruiting|Aug 2016|May 2022|Observational [Patient Registry]|Apr 2016|Cerebrovascular Disorders|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02753491|Marmara University|Completed|Oct 2015|Mar 2016|Interventional|Apr 2016||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02752737|Medtronic Cardiac Rhythm and Heart Failure|Recruiting|May 2016|Dec 2024|Observational [Patient Registry]|Apr 2016|Atrial Fibrillation|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02758925|University Hospital, Caen|Unknown status|Jun 2016|Dec 2018|Interventional|Apr 2016|Lymphoma|Cytarabine,Rituximab,Bendamustine Hydrochloride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02751723|Florian Lordick, MD|Unknown status|Sep 2014|Oct 2019|Observational|Apr 2016||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02751931|Astellas Pharma Europe B.V.|Completed|Jun 2016|May 2019|Interventional|Apr 2016|Urinary Bladder|Mirabegron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02758847|Rabih A. Chaer|Recruiting|Sep 2016|Dec 2022|Interventional|Apr 2016|Ischemia|Paclitaxel,Albumin-Bound Paclitaxel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02757807|Eco Fusion|Unknown status|Jul 2016|Dec 2016|Interventional|Apr 2016|Erectile Dysfunction|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02755220|Shanghai Cingularbio Co. Ltd|Completed|Jan 2016|Apr 2019|Interventional|Apr 2016||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02758548|Novartis Pharmaceuticals|Completed|Mar 2016|May 2016|Interventional|Mar 2016||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02756845|Amgen|Recruiting|Aug 2017|Jun 2024|Interventional|Dec 2015|Neoplasms|Talimogene laherparepvec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02750605|Skane University Hospital|Active, not recruiting|Feb 2016|Dec 2021|Interventional|Jan 2016|Vascular Diseases,Peripheral Vascular Diseases,Peripheral Arterial Disease,Ischemia|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02756702|Aesculap AG|Active, not recruiting|Mar 2016|Dec 2022|Observational|Apr 2016|Osteoarthritis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02752945|King's College London|Completed|Apr 2016|Dec 2016|Interventional|Apr 2016|Depression,Depressive Disorder,Anxiety Disorders|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02759952|STZ eyetrial|Enrolling by invitation|Jan 2013|Dec 2025|Observational|Apr 2016|Retinitis,Retinitis Pigmentosa|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02754661|Medtronic - MITG|Completed|Sep 2016|Aug 2018|Interventional|Apr 2016|Colorectal Neoplasms|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02755441|Nils Hoyer|Recruiting|Apr 2016|Dec 2024|Observational|Apr 2016|Pulmonary Fibrosis,Idiopathic Pulmonary Fibrosis,Fibrosis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02750098|Sheba Medical Center|Unknown status|May 2016|Mar 2018|Interventional|Apr 2016|Diabetes Mellitus|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02753179|Hospices Civils de Lyon|Completed|May 2016|Jan 2017|Interventional|Apr 2016|Vestibular Diseases|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02758509|Parc de Salut Mar|Completed|Jan 2010|Oct 2017|Observational|Apr 2016|Hepatitis C,Hepatitis|Interferons,Ritonavir,Ribavirin,Interferon-alpha,Interferon alpha-2,Sofosbuvir,Peginterferon alfa-2a,Ledipasvir,Simeprevir,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02751970|Universidad de Valparaiso|Unknown status|Apr 2014|Apr 2018|Interventional|Apr 2016|Dental Caries|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02753712|Mundipharma Research Limited|Completed|Jun 2016|Aug 2017|Interventional|Apr 2016|Asthma|Fluticasone,Xhance,Formoterol Fumarate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02751151|Inova Health Care Services|Completed|Feb 2016|May 2021|Interventional|Mar 2016|Skin Neoplasms|Aminolevulinic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02757716|Sana Klinikum Offenbach|Completed|Apr 2016|Jan 2019|Interventional|Apr 2016|Behavior|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02758652|Tampere University Hospital|Active, not recruiting|May 2016|May 2026|Observational|Apr 2016|Ovarian Neoplasms,Carcinoma|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02754206|Southern Methodist University|Terminated|Jan 2016|Sep 2021|Observational|Apr 2016|Post-Concussion Syndrome,Brain Concussion|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02752243|Peter Bader|Active, not recruiting|Mar 2016|Mar 2022|Interventional|Mar 2016|Leukemia,Preleukemia,Myelodysplastic Syndromes,Syndrome,Acute Disease|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02754856|M.D. Anderson Cancer Center|Active, not recruiting|Jul 2016|Jul 2021|Interventional|Apr 2016|Colorectal Neoplasms|Durvalumab,Ipilimumab,Tremelimumab,Immunoglobulins,Antibodies,Immunoglobulin G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02759861|University of Nebraska|Active, not recruiting|Aug 2016|Aug 2020|Interventional|Apr 2016|Hepatitis A,Hepatitis C,Hepatitis|Sofosbuvir,Ledipasvir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02759679|Haukeland University Hospital|Unknown status|May 2016|Dec 2019|Interventional|Mar 2016|Lung Neoplasms|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02752932|Lawson Health Research Institute|Completed|Nov 2015|Oct 2017|Interventional|Feb 2016|Carcinoma,Squamous Cell Carcinoma of Head and Neck,Neoplasms|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02759445|RWTH Aachen University|Unknown status|Apr 2016|Oct 2016|Observational|Nov 2015||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02754622|Guy's and St Thomas' NHS Foundation Trust|Completed|Jul 2016|Dec 2016|Observational|Apr 2016|Critical Illness|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02756611|AbbVie|Active, not recruiting|Jun 2016|Sep 2022|Interventional|Apr 2016|Leukemia|Venetoclax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02758223|Wuerzburg University Hospital|Active, not recruiting|Apr 2016|Jun 2021|Interventional|Feb 2016|Leukemia,Myelodysplastic Syndromes|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02757079|Nobelpharma|Completed|Jun 2016|Jul 2018|Interventional|Apr 2016|Sleep Wake Disorders,Parasomnias,Disease,Neurodevelopmental Disorders|Melatonin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02754219|Dong-A ST Co., Ltd.|Completed|Sep 2016|Jan 2018|Interventional|Apr 2016|Liver Diseases|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02753101|Stanford University|Completed|Feb 2016|Feb 2017|Interventional|Apr 2016|Complex Regional Pain Syndromes,Reflex Sympathetic Dystrophy,Sciatica|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02759003|Fondazione Salvatore Maugeri|Completed|Mar 2011|Mar 2014|Interventional|Apr 2016|Motor Neuron Disease,Amyotrophic Lateral Sclerosis,Sclerosis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02752659|University of British Columbia|Completed|Jun 2016|Jun 2017|Interventional|Apr 2016|Breast Neoplasms,Lymphedema|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02758912|Burnasyan Federal Medical Biophysical Center|Completed|Nov 2016|Oct 2019|Interventional|Apr 2016|Stroke,Angina Pectoris,Infarction,Hemorrhage|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02754388|National Taiwan University Hospital|Completed|Feb 2016|Dec 2019|Observational [Patient Registry]|Apr 2016|Lung Neoplasms|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02759666|Atridia Pty Ltd.|Completed|Jun 2016|Apr 2019|Interventional|Apr 2016|Neoplasms|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02750241|The University of Texas Medical Branch, Galveston|Completed|Apr 2016|Jan 2019|Interventional|Apr 2016|Breast Neoplasms|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02752568|Kasr El Aini Hospital|Unknown status|May 2016|Dec 2016|Interventional|Apr 2016||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02758015|University of California, San Francisco|Completed|Jun 2016|Mar 2018|Interventional|Apr 2016||Betaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02756884|Arkansas Heart Hospital|Completed|Jun 2015|Jan 2019|Interventional|Apr 2016|Peripheral Arterial Disease,Peripheral Vascular Diseases|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02758353|JSI Research & Training Institute, Inc.|Completed|Apr 2015|Nov 2015|Interventional|Apr 2016|Malaria,Stillbirth|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02753751|Yale University|Completed|Mar 2018|Jan 2020|Interventional|Apr 2016|Acute Kidney Injury,Wounds and Injuries|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02757170|All India Institute of Medical Sciences, New Delhi|Unknown status|Jul 2015|Jul 2016|Interventional|Apr 2016|Liver Failure,Hepatic Insufficiency,End Stage Liver Disease,Acute-On-Chronic Liver Failure|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02757625|Pfizer|Completed|Jul 2016|May 2017|Interventional|Apr 2016||Dexmedetomidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02752347|Riyadh Colleges of Dentistry and Pharmacy|Unknown status|Apr 2016|Dec 2017|Interventional|Apr 2016|Malocclusion|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02756468|University of Roma La Sapienza|Unknown status|Jan 2015|Dec 2016|Observational [Patient Registry]|Apr 2016|Pancreatic Neoplasms|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02750410|Eli Lilly and Company|Completed|Aug 2016|Jun 2018|Interventional|Apr 2016|Diabetes Mellitus|Dulaglutide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02755389|Nova Scotia Health Authority|Completed|Sep 2016|Jun 2018|Interventional|Apr 2016|Apnea|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02755168|Assiut University|Unknown status|May 2017|May 2018|Interventional|Apr 2016||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02751567|Bayer|Withdrawn|May 2016|Jun 2016|Interventional|Apr 2016|Dermatitis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02755558|Penn State University|Completed|Sep 2014|May 2015|Interventional|Apr 2016||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02757547|Electrical Geodesics, Inc.|Terminated|Sep 2015|Nov 2017|Interventional|Apr 2016|Epilepsy|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02752828|Sanofi|Completed|May 2016|Mar 2018|Interventional|Apr 2016|Diabetes Mellitus|Insulin,Insulin Glargine,Lixisenatide,Hypoglycemic Agents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02756715|Konkuk University Medical Center|Completed|May 2016|Feb 2020|Interventional|Apr 2016|Vascular System Injuries,Ischemia|Propofol,Desflurane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02756117|Vanderbilt University|Completed|May 2016|Oct 2016|Interventional|Apr 2016|Prediabetic State|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02753205|Gachon University Gil Medical Center|Withdrawn|Apr 2016|Apr 2018|Interventional|Apr 2016|Intracranial Hypertension|Dexmedetomidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02756221|Tel Hai College|Completed|Mar 2016|Apr 2018|Interventional|Apr 2016|Respiratory Tract Infections,Gastroenteritis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02755675|Rigshospitalet, Denmark|Recruiting|Apr 2016|Oct 2023|Interventional|Apr 2016|Carcinoma,Lung Neoplasms,Mesothelioma|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02754037|University of California, Davis|Recruiting|Apr 2016|Jun 2024|Observational|Apr 2016|Liver Diseases,Fatty Liver,Non-alcoholic Fatty Liver Disease,Inflammation|Fluorodeoxyglucose F18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02750306|Merck Sharp & Dohme Corp.|Completed|May 2016|Sep 2018|Interventional|Apr 2016|Alzheimer Disease,Sleep Initiation and Maintenance Disorders|Suvorexant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02756403|Medstar Health Research Institute|Completed|Mar 2016|Jul 2017|Interventional|Mar 2016||Azithromycin,Metronidazole,Doxycycline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02759653|Haukeland University Hospital|Completed|May 2016|Dec 2018|Observational|Apr 2016|Stroke,Ischemic Stroke,Carotid Artery Diseases,Embolic Stroke|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02753920|Northwell Health|Completed|Mar 2016|Jul 2018|Interventional|Apr 2016|Prolapse|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02759367|Samuel Lunenfeld Research Institute, Mount Sinai Hospital|Completed|Mar 2008|Jun 2015|Interventional|Dec 2015|Hypertension|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02752997|Mayo Clinic|Completed|Dec 2015|Mar 2016|Interventional|Apr 2016|Heart Failure|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02750059|South East Asia Research Collaboration with Hawaii|Completed|Jan 2015|Feb 2018|Interventional|May 2015|Infections,Communicable Diseases,HIV Infections,Acquired Immunodeficiency Syndrome|Tenofovir,Lamivudine,Efavirenz,Telmisartan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02754505|Danube Hospital|Completed|Feb 2008|Dec 2011|Interventional|Mar 2016|Critical Illness|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02751736|Seoul National University Hospital|Unknown status|Apr 2016|Dec 2017|Interventional|Apr 2016|Rectal Neoplasms|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02750930|GlaxoSmithKline|Terminated|Oct 2016|Mar 2017|Interventional|Apr 2016|Diabetes Mellitus|rGLP-1 protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02753582|Indonesia University|Unknown status|Apr 2016|Apr 2017|Interventional|Apr 2016|Frailty|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02750722|University of Zurich|Completed|May 2016|Jan 2017|Interventional|Apr 2016|Cystic Fibrosis,Fibrosis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02756793|Lawson Health Research Institute|Active, not recruiting|Oct 2016|Jun 2026|Interventional|Apr 2016|Neoplasm Metastasis,Neoplasms|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02750436|Montreal General Hospital|Completed|Apr 2016|Jul 2016|Interventional|Apr 2016|Back Pain|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02755922|Instituto Mexicano del Seguro Social|Completed|Apr 2010|Dec 2010|Interventional|Apr 2016|Mandibular Fractures|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02755493|Brigham and Women's Hospital|Completed|Apr 2016|May 2018|Interventional|Apr 2016|Sleep Deprivation|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02750397|Massachusetts General Hospital|Active, not recruiting|Aug 2016|Dec 2024|Observational|Apr 2016||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02753621|Johns Hopkins University|Completed|Dec 2015|Dec 2016|Interventional|Apr 2016|Parkinson Disease|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02754154|Bristol-Myers Squibb|Unknown status|Dec 2014|Feb 2019|Observational|Apr 2016|Atrial Fibrillation|Warfarin,Rivaroxaban,Dabigatran,Apixaban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02753049|New York University|Unknown status|Nov 2016|Aug 2018|Interventional|Apr 2016|HIV Infections,Acquired Immunodeficiency Syndrome|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02750813|Alcon, a Novartis Company|Completed|Apr 2016|Aug 2016|Interventional|Apr 2016|Refractive Errors|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02756975|Modarres Hospital|Completed|Dec 2014|Dec 2015|Interventional|Apr 2016||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02759601|Queen Mary University of London|Unknown status|Jan 2013|Dec 2018|Interventional|Oct 2014|Carcinoma|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02757326|RedHill Biopharma Limited|Terminated|Dec 2016|May 2019|Interventional|Mar 2016|Multiple Myeloma,Neoplasms|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02758236|Ina-Respond|Active, not recruiting|Feb 2017|Dec 2021|Observational|Apr 2016|Tuberculosis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02754804|University Hospital, Angers|Completed|Jul 2016|Mar 2020|Observational|Apr 2016|Peripheral Arterial Disease|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02756065|Washington University Early Recognition Center|Completed|Sep 2014|Aug 2019|Observational|Jun 2015|Schizophrenia,Bipolar Disorder|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02756247|Memorial Sloan Kettering Cancer Center|Active, not recruiting|May 2016|May 2022|Interventional|Apr 2016|Lymphoma|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02755857|Mayne Pharma International Pty Ltd|Completed|Jul 2016|Jan 2017|Interventional|Apr 2016|Neutropenia|Itraconazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02750111|Dr. Orit Hamiel|Unknown status|May 2016|May 2018|Observational|Apr 2016|Diabetes Mellitus|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02755948|Imperial College London|Recruiting|Apr 2012|Mar 2023|Interventional|Apr 2016|Influenza,Virus Diseases,Respiratory Syncytial Virus Infections|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02754089|Shiraz University of Medical Sciences|Completed|May 2016|Sep 2016|Interventional|Apr 2016|Body Weight|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02756169|Universidad Iberoamericana A.C., Mexico|Completed|Jul 2016|Feb 2018|Interventional|Apr 2016|Obesity|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02757664|Federal University of São Paulo|Completed|Feb 2017|Jun 2020|Interventional|Apr 2016|Tendinopathy|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02757989|Groupe Francophone des Myelodysplasies|Active, not recruiting|May 2016|Jun 2024|Interventional|Mar 2016|Preleukemia,Myelodysplastic Syndromes|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02755038|Bnai Zion Medical Center|Unknown status|Mar 2016|Mar 2017|Observational|Apr 2016||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02759354|MCM Vaccines B.V.|Completed|Apr 2016|Aug 2016|Interventional|Apr 2016|Hepatitis A,Hepatitis B,Whooping Cough,Hepatitis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02750254|Washington University School of Medicine|Terminated|Jun 2016|Oct 2020|Interventional|Apr 2016|Leukemia,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Myelodysplastic Syndromes|Plerixafor,Cyclophosphamide,Melphalan,Busulfan,Fludarabine,Azacitidine,Lenograstim,Sargramostim,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02755025|Mayo Clinic|Completed|Jul 2016|Aug 2016|Observational|Mar 2016|Sepsis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02757703|Kaohsiung Veterans General Hospital.|Completed|May 2010|Jan 2015|Interventional|Apr 2016|Hemorrhage|Terlipressin,Pantoprazole,Somatostatin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02758899|Washington University School of Medicine|Terminated|Mar 2014|Aug 2016|Observational|Apr 2016|Spondylosis,Spinal Cord Diseases,Diabetes Mellitus|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02751450|GlaxoSmithKline|Completed|Feb 2016|Jun 2016|Interventional|Apr 2016|Dentin Sensitivity,Hypersensitivity|Fluorides,Tin Fluorides,Fluorophosphate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02759497|Tanta University|Unknown status|Mar 2016|Nov 2020|Observational|May 2016|Peritonitis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02750826|Alliance for Clinical Trials in Oncology|Active, not recruiting|Aug 2016||Interventional|Apr 2016|Breast Neoplasms,Weight Loss|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02750631|New York State Psychiatric Institute|Completed|Apr 2014|Jul 2017|Interventional|Apr 2016|Depression,Depressive Disorder|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02756182|Laborie Medical Technologies Inc.|Completed|Apr 2016|Aug 2016|Interventional|Apr 2016||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02754583|University of California, San Francisco|Recruiting|Dec 2015|Aug 2024|Interventional|Oct 2015|Trachoma|Azithromycin,Tetracycline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02750020|The University of Hong Kong|Completed|Feb 2016|Sep 2016|Observational|Apr 2016||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02759978|University Medical Center Groningen|Recruiting|May 2016|May 2023|Observational [Patient Registry]|Apr 2016|Endocarditis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02759575|Vinita Takiar|Completed|Apr 2016|Feb 2021|Interventional|Apr 2016|Carcinoma,Squamous Cell Carcinoma of Head and Neck|Pembrolizumab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02750878|Boston Urogynecology Associates|Unknown status|Nov 2015|Jul 2020|Interventional|Apr 2016|Urinary Incontinence,Enuresis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02758600|Federal University of São Paulo|Unknown status|Mar 2016|Dec 2017|Interventional|Apr 2016|Myocardial Infarction,Infarction|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02750657|University Health Network, Toronto|Active, not recruiting|Dec 2015|Dec 2021|Observational|Jan 2016|Carcinoma|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02750007|Jiangsu Hansoh Pharmaceutical Co., Ltd.|Unknown status|Dec 2015||Interventional|Apr 2016|Diabetes Mellitus|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02750462|University Hospital Schleswig-Holstein|Completed|Nov 2016|Sep 2019|Interventional|Apr 2016|Heart Arrest,Out-of-Hospital Cardiac Arrest|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02755597|AbbVie|Suspended|Jul 2016|Feb 2022|Interventional|Apr 2016|Multiple Myeloma,Neoplasms|Dexamethasone,Bortezomib,Venetoclax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02754232|Odense University Hospital|Withdrawn|Aug 2016|Aug 2016|Interventional|Apr 2016|Pulmonary Disease,Chronic Disease|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02751515|Bayer|Completed|May 2016|Jul 2016|Interventional|Apr 2016|Dermatitis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02758080|Seoul National University Hospital|Unknown status|Jan 2016|Jun 2019|Interventional|Apr 2016|Neoplasms,Hematologic Neoplasms|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02756312|Beijing Tiantan Hospital|Not yet recruiting|Oct 2020|Dec 2022|Interventional|Apr 2016|Glioma|Anesthetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT02759107|Eli Lilly and Company|Completed|May 2016|Jun 2017|Interventional|Apr 2016|Diabetes Mellitus|Dulaglutide,Tirzepatide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
